id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
32595167,Trauma,Prognostic,What is a significant risk factor influencing alcohol-related mortality among parents who have lost a child?,Social integration,Chronic stress,Emotional support,Economic stability,Chronic stress,2
28270328,Trauma,Diagnostic,Which factor is associated with constructive processing of traumatic experiences during Trauma-Focused Cognitive Behavioral Therapy for youth?,Decentering,Overgeneralization,Avoidance,Rumination,Decentering,1
28118514,Trauma,Prognostic,What outcome is likely improved by using integrated treatment via telehealth for female veterans with PTSD and alcohol use disorder?,Worsening of depressive symptoms,Increase in alcohol use,Reduction in PTSD symptoms,Increase in service utilization,Reduction in PTSD symptoms,3
28051971,Trauma,Preventive,Which cognitive intervention is recognized as beneficial for managing sleep disturbances related to PTSD in veterans?,Psychoeducation,Mindfulness meditation,Cognitive behavioral therapy for insomnia,Medication therapy,Cognitive behavioral therapy for insomnia,3
38480066,Trauma,Diagnostic,What is the relationship between the number of adverse childhood experiences (ACEs) and mental health treatment among PharmD students?,ACEs are solely linked to academic performance,Higher ACEs are linked to seeking mental health treatment,Higher ACEs show no correlation with mental health treatment,ACE scores do not affect mental health,Higher ACEs are linked to seeking mental health treatment,2
22871529,Trauma,Prognostic,How might the relationship to the deceased influence the severity of prolonged grief disorder symptoms among survivors of the Khmer Rouge regime?,It decreases symptom severity,It is only relevant in children,It has no effect,It increases symptom severity,It increases symptom severity,4
29596473,Trauma,Diagnostic,Which psychoactive substances were most frequently associated with cases of violence in emergency department presentations?,Cannabis and cocaine,Alcohol and prescription drugs,Methamphetamine and heroin,LSD and ecstasy,Cannabis and cocaine,1
22897552,Trauma,Prognostic,Which group of individuals is more likely to experience comorbidity between respiratory symptoms and posttraumatic stress disorder following a disaster?,Individuals with no prior health issues,Those experiencing severe exposure to trauma,Older adults,Residents of other areas,Those experiencing severe exposure to trauma,2
33030918,Trauma,Preventive,Which approach might help trauma-exposed sexual minority women manage heightened posttraumatic stress symptoms without increasing alcohol consumption?,Engaging in alternative coping strategies,Increasing alcohol intake,Minimizing counseling sessions,Avoiding all social interactions,Engaging in alternative coping strategies,1
32462927,Trauma,Diagnostic,Which child characteristics may influence the level of symptom concordance between caregivers and trauma-exposed children?,Educational Level,Physical Activity Level,Body Mass Index,Age,Age,4
36401197,Trauma,Prognostic,How might consultation rates for mental health services change in the years following mass trauma events?,They increase initially then stabilize,They increase indefinitely,They remain constant,They decrease over time,They increase initially then stabilize,1
34042246,Trauma,Diagnostic,Which category of genetic variants was identified as significantly associated with increased risk of suicide death?,Common phenotypic variants,Environmental stressors,Standard gene mutations,High-impact rare SNPs,High-impact rare SNPs,4
30483306,Trauma,Preventive,What therapeutic interventions are suggested to reduce the risk of hospitalization in older adults experiencing acute psychiatric crises?,Crisis-oriented nonpharmacological interventions,Surgical interventions,Long-term pharmacological treatments,Occupational therapy,Crisis-oriented nonpharmacological interventions,1
35793075,Trauma,Preventive,What essential support do nurses need to effectively engage in suicide prevention work within primary health care?,More staffing,Less patient interaction,Educational training,Higher salaries,Educational training,3
29766111,Trauma,Prognostic,"How might seasonal changes influence the frequency of trauma admissions, specifically regarding penetrating trauma, motor vehicle crashes, and falls?",Increased summer penetrating trauma,Increased year-round trauma rates,Lower summer fall incidents,Higher winter motor vehicle crashes,Increased summer penetrating trauma,1
28236264,Trauma,Diagnostic,In what way does substantiated childhood emotional abuse specifically impact quality of life in young adults compared to other forms of maltreatment?,it enhances resilience,it improves quality of life,it predicts worse quality of life,it has no significant impact,it predicts worse quality of life,3
33662655,Trauma,Prognostic,What is the potential impact of COVID-19 peritraumatic distress on future mental health problems?,Reduction in depressive episodes,No impact on anxiety levels,High likelihood of developing PTSD,Complete recovery without intervention,High likelihood of developing PTSD,3
34801020,Trauma,Preventive,What strategies can improve social inclusion and minimize violence in psychiatric inpatient care settings?,Reducing staffing levels,Implementing community outreach,Increasing staff training,Involving service users in care,Involving service users in care,4
27114873,Trauma,Factoid,What was the leading cause of death among a cohort of homeless youth in San Francisco?,Suicide and substance abuse,Heart disease,Accidental overdose,Homicide,Suicide and substance abuse,1
33960875,Trauma,Diagnostic,What long-term effects can psychological trauma from intimate partner violence (IPV) have on individuals' overall health?,Increased physical health,Decreased life expectancy,Improved social relationships,Improved mental health,Decreased life expectancy,2
37197413,Trauma,Preventive,What strategies could potentially reduce child maltreatment in communities facing adversity?,Reducing parental stressors,Encouraging isolation,Increasing social capital,Minimizing community engagement,Increasing social capital,3
22245560,Trauma,Diagnostic,What subjective peri-trauma factors significantly influence the likelihood of a child developing PTSD following exposure to a traumatic event?,Parental education level,Age of the child,Family relationship quality,Low social support,Low social support,4
21783340,Trauma,Prognostic,What is the relationship between cumulative potentially traumatic event exposure and the development of PTSD symptoms in adolescents?,Inversely related,Negative correlation,No relationship,Positive correlation,Positive correlation,4
36349797,Trauma,Prognostic,How does prior ethanol dependence potentially influence future fear learning in individuals?,It exacerbates stress-enhanced fear learning,It has no effect on future behaviors,It reduces the likelihood of PTSD symptoms,It prevents the development of PTSD,It exacerbates stress-enhanced fear learning,1
